gvkey,datadate,tic,conm,act,at,csho,ebit,lct,lt,re,sale,prcc_c,gsector,mve
10618,10/31/22,TTC,TORO CO,1675.351,3555.998,103.97,579.663,1063.613,2204.297,1247.731,4514.662,113.2,20,11769.404
10622,3/31/22,TOSYY,TOSHIBA CORP,18660.53,30753.241,865.296,1356.824,12433.543,19498.955,8300.968,27479.456,20.538,20,17771.449
10685,3/31/22,TRNS,TRANSCAT INC,59.704,177.762,7.529,15.045,27.71,91.586,58.511,204.959,92.43,20,695.905
10777,6/30/22,TWIN,TWIN DISC INC,204.452,276.523,13.672,5.727,81.078,145.335,102.945,242.913,9.72,20,132.892
10795,12/31/22,UAL,UNITED AIRLINES HOLDINGS INC,20058,67358,326.93,2477,19992,60462,1440,44955,37.7,20,12325.261
10840,8/31/22,UNF,UNIFIRST CORP,1063.892,2427.972,18.665,134.351,243.745,512.101,1820.873,2000.822,192.99,20,3602.158
10867,12/31/22,UNP,UNION PACIFIC CORP,3952,65449,612.393,10009,5520,53286,58305,24875,207.07,20,126808.219
10920,12/31/22,UPS,UNITED PARCEL SERVICE INC,22217,71124,858.8,13878,18140,51321,19777,100338,173.84,20,149293.792
10983,12/31/22,RTX,RTX CORP,42443,158864,1466.24,5399,39114,84650,50251,67074,100.92,20,147972.941
11065,12/31/22,VSEC,VSE CORP,548.878,999.789,12.817,55.131,224.604,550.263,356.265,949.762,46.88,20,600.861
11094,12/31/22,VMI,VALMONT INDUSTRIES INC,1780.585,3556.996,21.35,433.249,803.993,1915.284,2318.13,4345.25,330.67,20,7059.805
11185,1/31/22,VIRC,VIRCO MFG. CORP,68.847,126.445,16.102,-0.336,36.284,78.999,-73.207,184.828,3.01,20,48.467
11217,12/31/22,VLVLY,VOLVO AB,31067.634,60348.034,2033.452,5208.014,24184.437,44400.506,15364.159,45422.289,18.089,20,36783.113
11313,12/31/22,WSO,WATSCO INC,2298.739,3488.214,38.75,812.543,906.522,1239.936,981.806,7274.344,249.4,20,9664.25
11580,9/30/22,WWD,WOODWARD INC,1311.969,3806.446,59.614,208.772,539.113,1905.324,2634.67,2382.79,96.61,20,5759.309
11649,12/31/22,YELLQ,YELLOW CORP,914.1,2279.3,51.601,165.1,717,2660.8,-2682.7,5244.7,2.51,20,129.519
11703,6/30/22,FLUX,FLUX POWER HOLDINGS INC,26.617,30.881,15.997,-15.357,14.586,16.947,-81.814,42.333,3.97,20,63.508
11721,12/31/22,OSK,OSHKOSH CORP,4532.1,7729,65.472,380,2428.6,4543.3,3222.7,8282,88.19,20,5773.976
11749,12/31/22,SKFRY,SKF AB,5736.317,10641.183,455.351,901.484,2344.604,5456.673,4818.238,9299.079,15.274,20,6955.031
12262,12/31/22,ASTE,ASTEC INDUSTRIES INC,696.4,1014.4,22.624,18.5,274,387.5,487.7,1274.5,40.66,20,919.892
12266,12/31/22,WERN,WERNER ENTERPRISES INC,762.615,3097.255,63.223,247.987,309.52,1614.921,1864.581,3289.978,40.26,20,2545.358
12304,9/30/22,DLHC,DLH HOLDINGS CORP,43.602,169.012,13.047,33.278,38.541,76.952,0.99,395.173,11.865,20,154.803
12379,4/30/22,AMWD,AMERICAN WOODMARK CORP,428.657,1632.496,16.571,36.422,216.228,859.613,409.659,1857.186,65.2,20,1080.429
12392,12/31/22,SKYW,SKYWEST INC,1371.281,7414.553,50.598,181.162,1172.543,5066.922,2233.067,3004.925,16.51,20,835.373
12445,12/31/22,WTS,WATTS WATER TECHNOLOGIES INC,950.6,1930.9,33.273,323.8,378.7,630.3,645.4,1979.5,146.23,20,4865.511
12598,12/31/22,PTSI,P.A.M. TRANSPORTATION SVCS,280.766,749.162,22.166,135.193,141.965,448.979,263.488,946.862,25.9,20,574.099
12625,12/31/22,MRTN,MARTEN TRANSPORT LTD,235.84,965.679,81.115,129.965,124.31,261.76,655.92,1263.878,19.78,20,1604.455
12840,12/31/22,HTLD,HEARTLAND EXPRESS INC,229.782,1669.488,78.984,93.706,156.757,814.011,1051.641,967.996,15.34,20,1211.615
13145,12/31/22,ICAGY,INTL CONSOL AIRLINES GROUP,14154.422,42004.776,2477.188,1402.19,17806.314,39843.779,-6650.783,24651.609,2.979,20,7379.543
13570,12/31/22,MIDD,MIDDLEBY CORP,2005.996,6874.866,53.694,661.783,988.284,4077.119,3220.4,4032.853,133.9,20,7189.627
14027,12/31/22,CLH,CLEAN HARBORS INC,2033.761,6129.707,54.065,631.747,1020.094,4207.385,1417.541,5166.605,114.12,20,6169.898
14078,12/31/22,BDRBF,BOMBARDIER INC  -CL B,5585,12324,94.095,471,5437,15086,-6215,6913,38.6,20,3632.067
14084,12/31/22,AIN,ALBANY INTL CORP  -CL A,838.439,1642.255,31.111,181.128,211.316,774.712,786.391,1034.887,98.59,20,3067.233
14225,12/31/22,FAST,FASTENAL CO,3124.8,4548.6,570.812,1453.6,789.8,1385.4,3153.9,6980.6,47.32,20,27010.824
14229,12/31/22,TATT,TAT TECHNOLOGIES LTD,75.15,126.651,8.912,-0.15,28.99,51.081,8.571,84.556,5.3,20,47.234
14370,12/31/22,MAN,MANPOWERGROUP,5934.4,9130.4,50.56,656.5,4911.7,6672.3,3409.8,19827.5,83.21,20,4207.098
14477,12/31/22,WM,WASTE MANAGEMENT INC,3551,31367,407.886,3436,4394,24503,13098,19698,156.88,20,63989.156
14898,12/31/22,DDD,3D SYSTEMS CORP,834.245,1446.613,131.207,-96.228,151.808,694.909,-797.784,538.031,7.4,20,970.932
14913,2/28/22,AUSI,AURA SYSTEMS INC,0.55,2.195,83.119,-3.43,22.219,23.414,-471.364,0.1,0.775,20,64.417
14954,8/31/22,LNN,LINDSAY CORP,477.101,710.653,10.98,96.443,160.942,317.295,557.527,770.743,162.85,20,1788.093
15267,12/31/22,IEX,IDEX CORP,1399.3,5511.9,75.614,771.6,543.6,2472.3,3405.5,3164,228.33,20,17264.945
15343,12/31/22,MLI,MUELLER INDUSTRIES,1534.653,2242.399,57.002,870.776,348.295,428.435,1995.621,3982.455,59,20,3363.118
15704,12/31/22,TRI,THOMSON-REUTERS CORP,2811,21711,476.059,1794,4891,9826,6487,6627,114.07,20,54304.05
16015,12/31/22,QRHC,QUEST RESOURCE HOLDING CORP,57.765,181.491,19.696,4.48,38.055,110.352,-102.757,284.038,6.11,20,120.343
16486,12/31/22,BCC,BOISE CASCADE CO,2064.052,3240.514,39.46,1157.473,545.828,1182.539,1645.221,8387.307,68.67,20,2709.718
16564,9/30/22,WSCO,WALL STREET MEDIA CO,0.015,0.016,26.922,0.005,0.102,0.102,-1.411,0.06,0.082,20,2.208
17277,12/31/22,NVEE,NV5 GLOBAL INC,290.676,935.723,15.523,71.794,160.894,241.483,222.785,786.778,132.32,20,2054.003
17420,12/31/22,ATLCY,ATLAS COPCO AB,7694.983,16529.362,4868.357,2970.184,5895.854,8852.223,7147.205,13603.308,10.663,20,51911.291
17616,12/31/22,BURCA,BURNHAM HOLDINGS INC,99.619,176.258,4.606,9.431,37.053,85.171,86.977,240.547,12.5,20,57.575
18075,12/31/22,AZUL,AZUL SA,921.567,3541.286,115.886,55.537,2847.986,7136.711,-4403.856,3016.708,6.11,20,708.063
18114,12/31/22,TGEN,TECOGEN INC,22.031,28.253,24.85,-2.386,7.686,9.265,-38.282,25.003,1.25,20,31.063
18144,12/31/22,BYU,BAIYU HOLDINGS INC,148.566,363.098,106.742,-6.638,61.98,65.124,-45.183,156.835,1.17,20,124.888
18290,12/31/22,DSS,DSS INC,47.994,248.916,139.017,-43.687,73.689,92.235,-194.343,47.307,0.164,20,22.799
18509,12/31/22,IPWR,IDEAL POWER INC,16.903,19.399,5.925,-7.343,0.449,1.49,-87.095,0.203,10.7001,20,63.398
18616,12/31/22,CANN,TREES CORP,4.952,31.695,118.664,-1.382,6.14,25.289,-93.385,13.444,0.15,20,17.8
18683,1/31/22,SAIC,SCIENCE APPLICATIONS INTL CP,1263,5746,56,517,1352,4117,781,7394,83.59,20,4681.04
18748,12/31/22,VJET,VOXELJET AG,37.92,58.909,9.135,-14.148,12.156,32.487,-104.42,29.745,2.3,20,21.011
19267,12/31/22,DRTTF,DIRTT ENVIRONMENTL SOLUTIONS,62.125,143.653,97.883,-42.474,35.998,125.661,-182.378,172.161,0.53,20,51.878
19305,12/31/22,PLPC,PREFORMED LINE PRODUCTS CO,328.17,568.479,4.917,79.49,115.335,209.855,390.943,637.021,83.29,20,409.537
19349,9/30/22,SIEGY,SIEMENS AG,57684.93,148555.683,1585.092,7255.108,41855.869,94816.497,44241.554,70577.236,69.179,20,109655.079
19354,12/31/22,VEV,VICINITY MOTOR CORP,18.146,55.032,44.742,-13.038,16.573,18.2,-46.239,18.475,0.96,20,42.952
19431,1/31/22,PPIH,PERMA-PIPE INTERNATIONAL HOL,78.389,123.401,7.918,8.111,38.397,68.944,-5.399,138.552,8.68,20,68.728
19730,6/30/22,PCTY,PAYLOCITY HOLDING CORP,4231.683,4809.014,55.19,81.807,4120.534,4195.551,323.565,847.694,194.26,20,10721.209
19977,12/31/22,WATT,ENERGOUS CORP,27.364,29.753,78.945,-25.888,3.843,5.107,-362.675,0.851,0.836,20,65.998
20020,12/31/22,CVEO,CIVEO CORP,153.549,566.184,15.218,22.813,128.257,262.483,-1315.31,697.052,31.1,20,473.28
20044,12/31/22,BGSF,BGSF INC,76.162,194.673,10.773,16.554,28.207,93.936,33.663,298.422,15.32,20,165.042
20116,12/31/22,PAYC,PAYCOM SOFTWARE INC,2764.172,3902.513,57.867,378.679,2377.037,2719.906,1193.265,1375.218,310.31,20,17956.709
20126,3/31/22,WMS,ADVANCED DRAINAGE SYSTEMS,871.898,2649.758,72.309,449.29,391.241,1544.713,134.49,2769.315,136.13,20,9843.424
20235,12/31/22,DNOW,DNOW INC,1017,1320,110.369,146,439,476,-1225,2136,12.7,20,1401.686
20496,12/31/22,ATTOF,ATENTO SA,454.623,885.972,15.452,-20.679,507.048,1234.839,-971.024,1407.112,4.23,20,65.362
20517,12/31/22,LMB,LIMBACH HOLDINGS INC,225.99,294.556,10.292,14.295,159.085,199.114,9.632,496.782,10.41,20,107.14
20661,12/31/22,VVX,V2X INC,931.932,3233.103,30.47,136.095,783.132,2236.024,247.897,2890.86,41.29,20,1258.106
20696,12/31/22,DOOR,MASONITE INTERNATIONAL CORP,1163.64,2248.178,22.155,336.11,348.933,1505.396,-14.398,2891.687,80.61,20,1785.915
21189,12/31/22,RNWR,808 RENEWABLE ENERGY CORP,0.949,2,1395.221,-0.677,1.667,2.699,-24.3,0.424,0.069,20,96.27
21238,12/31/22,VICR,VICOR CORP,362.604,536.901,44.085,33.701,64.549,72.565,242.091,399.079,53.75,20,2369.569
21273,12/31/22,UGEIF,UGE INTERNATIONAL LTD,3.875,37.784,32.895,-6.203,5.746,45.553,-43.52,3.831,1.03,20,33.882
21429,12/31/22,GVA,GRANITE CONSTRUCTION INC,1347.296,2167.933,43.744,96.884,797.594,1182.788,482.172,3301.256,35.07,20,1534.102
21440,12/31/22,LSTR,LANDSTAR SYSTEM INC,1439.39,1931.879,35.927,571.083,878.135,1044.658,2620.936,7439.724,162.9,20,5852.508
21542,12/31/22,AAON,AAON INC,349.116,813.903,53.425,126.749,145.567,253.189,461.765,888.788,75.32,20,4023.971
21904,12/31/22,PANL,PANGAEA LOGISTICS SOLUTIONS,222.511,748.241,45.898,108.834,92.212,379.519,151.327,699.707,5.15,20,236.375
22207,12/31/22,TBI,TRUEBLUE INC,430.212,1019.408,32.73,73.085,242.875,523.093,496.314,2254.184,19.58,20,640.853
22362,12/31/22,EFSH,1847 HOLDINGS LLC,11.226,45.485,4.079,-5.739,14.161,42.595,-43.918,48.929,1.78,20,7.261
22583,4/30/22,GMS,GMS INC,1423.127,3104.399,42.773,427.497,689.198,2039.901,541.934,4634.875,60.11,20,2571.085
22761,3/31/22,TIKK,TEL-INSTRUMENT ELECTRONICS,11.074,15.445,3.256,0.935,7.403,9.218,-5.96,12.933,3.2,20,10.419
23027,12/31/22,EXPO,EXPONENT INC,349.157,586.662,50.643,140.842,159.029,265.91,525.223,513.293,99.09,20,5018.215
23167,9/30/22,BLBD,BLUE BIRD CORP,174.476,366.126,32.025,-32.899,164.774,364.744,-121.442,800.637,10.71,20,342.988
23195,6/30/22,MTRX,MATRIX SERVICE CO,287.412,440.793,26.791,-68.896,177.785,213.087,103.103,707.78,6.22,20,166.64
23224,9/30/22,ESE,ESCO TECHNOLOGIES INC,572.622,1654.456,25.853,110.982,318.129,606.299,873.258,857.502,87.54,20,2263.172
23237,12/31/22,GWAV,GREENWAVE TECHNOLOGY SOL INC,1.24,41.468,10.962,-8.155,19.013,26.13,-362.269,33.978,0.8809,20,9.656
23243,12/31/22,KRNT,KORNIT DIGITAL LTD,578.839,957.666,49.954,-67.014,65.37,88.844,-53.007,271.518,22.97,20,1147.443
23546,12/31/22,DAY,DAYFORCE INC,4894,7917.2,153.857,-0.2,4533.5,5807.8,-857.6,1246.2,64.15,20,9869.927
23865,12/31/22,BW,BABCOCK & WILCOX ENTERPRISES,557.612,942.655,88.7,9.352,371.999,944.744,-1431.661,889.815,5.77,20,511.799
24422,12/31/22,AQMS,AQUA METALS INC,23.209,33.502,79.482,-15.583,12.311,12.586,-199.277,0.004,1.25,20,99.353
24552,12/31/22,DSKE,DASEKE INC,378.2,1195.4,45.028,93,243.8,1002.4,-232.7,1773.3,5.69,20,256.209
24601,3/31/22,CSWI,CSW INDUSTRIALS INC,300.147,995.36,15.707,103.699,117.402,510.949,402.448,626.435,120.86,20,1898.348
24617,12/31/22,ODFL,OLD DOMINION FREIGHT,933.74,4838.61,110.223,1840.632,529.793,1185.693,3397.305,6260.077,283.78,20,31279.083
24638,12/31/22,TRU,TRANSUNION,1450.2,11666.3,192.7,630.4,905.5,7396.9,2162.1,3709.9,56.75,20,10935.725
24658,12/31/22,IDEX,IDEANOMICS INC,114.038,242.801,598.286,-159.598,76.861,96.238,-872.554,100.936,0.164,20,98.119
24660,12/31/22,JAN,JANONE INC,9.173,46.756,3.15,-4.171,23.938,29.939,-43.443,39.611,1.37,20,4.316
24720,12/31/22,WNC,WABASH NATIONAL CORP,592.619,1203.523,47.676,167.327,347.468,805.398,187.359,2502.129,22.6,20,1077.478
24783,9/30/22,TTEK,TETRA TECH INC,1158.216,2622.776,52.981,334.289,916.017,1439.639,1182.557,3504.048,145.19,20,7692.311
24795,3/31/22,AMSC,AMERICAN SUPERCONDUCTOR CP,94.336,173.887,28.522,-25.658,53.964,64.498,-1020.797,108.435,10.88,20,310.319
24905,12/31/22,RUN,SUNRUN INC,2097.643,19268.805,214.184,-652.792,1155.451,11089.788,237.907,2321.422,24.02,20,5144.7
25088,12/31/22,AERG,APPLIED ENERGETICS INC,6.086,6.728,210.849,-5.77,0.756,1.15,-103.464,1.308,1.96,20,413.264
25138,12/31/22,ASUR,ASURE SOFTWARE INC,243.276,419.908,20.244,-10.087,235.183,274.842,-283.709,95.828,9.34,20,189.079
25180,12/31/22,AGCO,AGCO CORP,5739.3,10103.7,74.601,1307.5,4088,6221.1,3851.5,12651.4,138.69,20,10346.413
25331,8/31/22,FC,FRANKLIN COVEY CO,155.883,259.155,13.853,23.742,153.796,176.341,81.479,262.841,46.77,20,647.905
25406,8/31/22,JCTCF,JEWETT-CAMERON TRADING CO,29.63,34.517,3.495,1.969,10.422,10.422,22.527,62.902,5.7,20,19.922
25430,10/31/22,FCEL,FUELCELL ENERGY INC,580.28,939.717,405.42,-119.724,85.8,185.333,-1409.725,130.484,2.78,20,1127.068
25447,12/31/22,SKYX,SKYX PLATFORMS CORP,16.33,43.177,82.908,-26.625,7.424,35.05,-106.133,0.032,2.52,20,208.928
25572,12/31/22,WIRE,ENCORE WIRE CORP,1401.641,2018.732,18.14,915.003,144.161,200.066,2137.412,3017.555,137.56,20,2495.338
25726,12/31/22,CVU,CPI AEROSTRUCTURES INC,43.198,59.447,12.507,4.894,30.302,55.25,-69.005,83.336,3.2,20,40.022
25749,12/31/22,ASGN,ASGN INC,981.1,3585.7,49.5,418.7,441.9,1684.4,1197.3,4581.1,81.48,20,4033.26
25893,12/31/22,SITE,SITEONE LANDSCAPE SUPPLY INC,1319.3,2533.9,44.916,324.5,559.8,1231,750.6,4014.5,117.32,20,5269.545
25922,12/31/22,KAI,KADANT INC,415.41,1149.881,11.674,154.41,213.461,494.31,606.066,904.739,177.63,20,2073.653
25964,12/31/22,GTLS,CHART INDUSTRIES INC,3690.9,5901.9,41.802,164.2,1081.6,3217.6,844.2,1612.4,115.23,20,4816.844
25979,12/31/22,PESI,PERMA-FIX ENVIRONMENTAL SVCS,23.526,70.898,13.325,-5.379,22.708,33.365,-77.601,70.599,3.53,20,47.037
26045,12/31/22,ULBI,ULTRALIFE CORP,78.988,168.43,16.135,1.317,28.913,52.027,-51.701,131.84,3.86,20,62.281
26434,12/31/22,PXS,PYXIS TANKERS INC,21.131,138.979,10.614,17.778,12.561,77.608,-50.509,58.344,4.82,20,51.159
26590,12/31/22,FTV,FORTIVE CORP,2477,15890.6,352.9,1032.4,2727.1,6202,6416.4,5825.7,64.25,20,22673.825
26749,12/31/22,HRI,HERC HOLDINGS INC,643.5,5956.8,28.9,559.1,604,4848.1,95.6,2738.8,131.57,20,3802.373
27014,9/30/22,ATKR,ATKORE INC,1452.82,2598.996,41.351,1237.23,501.911,1349.209,751.835,3913.949,113.42,20,4690.03
27339,12/31/22,UAVS,AGEAGLE AERIAL SYSTEMS,14.463,54.185,88.467,-22.589,5.384,10.961,-111.543,19.094,0.35,20,30.963
27386,12/31/22,JELD,JELD-WEN HOLDING INC,1695.606,3501.361,84.348,179.334,786.626,2777.813,-12.148,5129.179,9.65,20,813.958
27574,12/31/22,TPIC,TPI COMPOSITES INC,645.162,962.176,42.044,-17.704,456.581,601.812,-349.956,1522.741,10.14,20,426.326
27578,9/30/22,FUST,FUSE GROUP HOLDING INC,0.045,0.106,64.778,-0.434,0.038,0.526,-7.435,0.2,0.301,20,19.498
27960,12/31/22,ALG,ALAMO GROUP INC,727.21,1308.508,11.831,148.592,190.506,523.148,658.915,1513.616,141.6,20,1675.27
28091,12/31/22,POLA,POLAR POWER INC,23.317,24.188,12.95,-5.533,5.95,6.007,-19.111,16.056,1.29,20,16.706
28093,3/31/22,ATXG,ADDENTAX GROUP CORP,5.689,13.087,26.693,-0.058,10.392,13.158,-6.913,12.691,7.5,20,200.198
28107,12/31/22,BBRW,BREWBILT MFG INC,1.209,2.067,2037.314,-3.679,5.41,5.519,-26.139,1.436,0.0002,20,0.407
28192,12/31/22,HWM,HOWMET AEROSPACE INC,3143,10255,412.155,1008,1482,6654,-813,5663,39.41,20,16243.029
28295,12/31/22,TWI,TITAN INTERNATIONAL INC,909.628,1284.63,62.844,205.802,446.161,901.492,-160.892,2169.38,15.32,20,962.77
28410,12/31/22,BBSI,BARRETT BUSINESS SVCS INC,454.362,686.938,6.871,58.975,334.731,509.096,145.029,1054.326,93.28,20,640.927
28423,12/31/22,ZTO,ZTO EXPRESS CAYMAN INC,3548.561,11384.899,809.247,1009.386,2378.559,3487.099,4258.677,5129.205,26.87,20,21744.467
28590,12/31/22,BCO,BRINKS CO,2597.4,6366,46.3,415.2,1674.8,5795.8,-283.3,4535.5,53.71,20,2486.773
28717,12/31/22,INOD,INNODATA INC,23.685,48.042,27.405,-11.772,20.816,29.996,-10.883,79.001,2.965,20,81.256
28719,12/31/22,CNDT,CONDUENT INC,1625,3571,218.348,149,923,2512,-3009,3858,4.05,20,884.309
28724,12/31/22,BLDP,BALLARD POWER SYSTEMS INC,1028.507,1247.077,298.394,-150.958,73.168,88.166,-1562.249,83.786,4.79,20,1429.307
28819,12/31/22,FTEK,FUEL TECH INC,35.825,50.124,30.296,-1.527,4.766,5.283,-117.643,26.941,1.275,20,38.627
28883,12/31/22,SQM,SOC QUIMICA Y MINERA DE CHI,6991.509,10819.101,285.638,5593.981,3051.547,5887.1,3318.989,10710.578,79.84,20,22805.338
29131,12/31/22,ROCK,GIBRALTAR INDUSTRIES INC,423.937,1210.613,30.861,140.897,215.32,388.514,624.546,1389.966,45.88,20,1415.903
29156,12/31/22,UFPI,UFP INDUSTRIES INC,2262.113,3672.073,61.618,957.382,611.835,1068.37,2208.335,9626.739,79.25,20,4883.227
29206,12/31/22,FWRD,FORWARD AIR CORP,304.315,1208.076,26.461,265.682,169.398,500.832,436.124,1973.403,104.89,20,2775.494
29378,12/31/22,BEST,BEST INC ADS,473.084,1129.484,79.503,-211.293,608.604,1012.951,-2727.263,1122.79,0.55,20,43.727
29558,8/31/22,PIXY,SHIFTPIXY INC,120.854,128.618,51.335,-35.388,152.075,160.112,-192.725,36.002,20.95,20,1075.468
29621,7/31/22,STCN,STEEL CONNECT INC,109.83,137.749,60.53,2.676,83.8,111.775,-7489.177,203.272,1.43,20,86.558
29789,12/31/22,ARCAY,ARCADIS NV,1894.89,4093.756,89.573,272.607,1650.668,2982.961,712.945,4305.893,39.168,20,3508.395
29894,12/31/22,NNBR,NN INC,191.7,546.127,43.856,-19.233,78.806,295.162,-282.318,498.738,1.5,20,65.784
29901,7/31/22,CPRT,COPART INC,2202.455,5308.864,238.041,1374.997,440.889,683.265,3787.043,3500.921,60.89,20,14494.316
30098,12/31/22,IR,INGERSOLL RAND INC,3967.3,14765.9,405.118,882.2,1674,5508.7,699.2,5916.3,52.25,20,21167.416
30260,12/31/22,SSD,SIMPSON MANUFACTURING INC,1179.25,2503.971,42.56,488.665,348.563,1090.592,1113.971,2116.087,88.66,20,3773.37
30477,9/30/22,MATW,MATTHEWS INTL CORP  -CL A,628.616,1882.771,30.298,90.823,411.375,1395.695,516.558,1762.403,30.44,20,922.271
30536,12/31/22,GEO,GEO GROUP INC,555.008,3760.383,124.06,383.102,437.212,2595.295,-21.155,2376.727,10.95,20,1358.457
30558,12/31/22,MLR,MILLER INDUSTRIES INC/TN,376.048,501.429,11.417,29.592,156.145,207.972,140.951,848.456,26.66,20,304.377
30614,12/31/22,EFOI,ENERGY FOCUS INC,7.242,8.498,9.848,-8.957,7.946,8.975,-149.023,5.968,0.315,20,3.102
30847,12/31/22,SSYS,STRATASYS LTD,700.22,1259.79,67.086,-72.889,210.654,300.358,-2089.67,651.483,11.86,20,795.64
30861,12/31/22,KNX,KNIGHT-SWIFT TRPTN HLDGS INC,1493.572,10951.666,160.706,1000.162,894.007,3996.385,2551.131,7428.582,52.41,20,8422.601
30877,12/31/22,CVLG,COVENANT LOGISTICS GROUP INC,222.656,796.645,13.558,91.158,156.121,419.517,330.557,1216.858,34.57,20,468.7
30899,12/31/22,HDSN,HUDSON TECHNOLOGIES INC,176.833,272.493,45.288,131.509,52.626,97.618,57.98,325.225,10.12,20,458.315
31424,12/31/22,CYD,CHINA YUCHAI INTERNATIONAL,2478.778,3499.632,40.858,26.465,1627.25,1783.702,1005.05,2324.234,7.075,20,289.07
31752,12/31/22,CBZ,CBIZ INC,568.426,1879.124,50.18,168.344,512.407,1165.672,737.72,1411.979,46.85,20,2350.933
32074,12/31/22,XELA,EXELA TECHNOLOGIES INC,190.496,721.912,278.655,-57.595,510.045,1529.501,-1956.38,1077.157,0.082,20,22.85
32098,10/31/22,BBCP,CONCRETE PUMPING HOLDINGS,81.556,887.489,56.226,50.429,110.28,583.162,-95.465,401.292,5.85,20,328.922
32283,12/31/22,FRGT,FREIGHT TECHNOLOGIES INC,9.459,10.416,30.919,-7.062,7.285,7.285,-29.949,25.888,0.2293,20,7.09
32771,12/31/22,WSC,WILLSCOT MOBILE MINI HOLDING,521.041,5827.651,207.952,521.372,561.942,4262.351,-1321.672,2142.623,45.17,20,9393.192
32843,12/31/22,CAAP,CORPORACION AMERICA AIRPORTS,647.468,3835.788,160.827,252.446,676.319,2973.419,374.042,1373.863,8.73,20,1404.02
32886,12/31/22,GTES,GATES INDUSTRIAL CORP PLC,2277.4,7191.6,282.579,398.4,752.3,3748,565.1,3554.2,11.41,20,3224.226
33159,6/30/22,IBEX,IBEX LTD,143.277,290.137,18.246,29.595,102.367,189.848,-80.326,493.572,24.85,20,453.413
33424,9/30/22,ROAD,CONSTRUCTION PRTNR INC,417.189,1095.521,52.546,32.54,226.138,639.642,214.894,1301.674,26.69,20,1402.453
33528,12/31/22,EDRY,EURODRY LTD,47.892,199.505,2.903,31.26,27.204,85.564,44.473,74.57,17.185,20,49.888
33557,12/31/22,KULR,KULR TECHNOLOGY GROUP,15.736,23.626,113.072,-18.285,9.681,13.132,-42.594,3.995,1.2,20,135.686
33637,9/30/22,BV,BRIGHTVIEW HOLDINGS,677.1,3305.5,93,121.4,488.4,2088.7,-125.6,2774.6,6.89,20,640.77
33668,12/31/22,BE,BLOOM ENERGY CORP,1055.963,1946.627,205.665,-147.657,541.946,1567.811,-3565.734,1199.125,19.12,20,3932.315
33798,12/31/22,YAYO,EVMO INC,2.626,25.932,69.803,-4.552,7.584,23.489,-50.801,12.558,0.1797,20,12.544
34053,12/31/22,REZI,RESIDEO TECHNOLOGIES,2502,6387,146,649,1546,3858,388,6370,16.45,20,2401.7
34101,12/31/22,UPWK,UPWORK INC,930.906,1080.245,132.368,-88.337,247.692,831.366,-344.034,618.318,10.44,20,1381.922
34300,12/31/22,VRRM,VERRA MOBILITY CORP,362.594,1756.269,148.962,169.899,186.809,1525.199,-74.368,741.598,13.83,20,2060.144
34459,12/31/22,ZEVY,LIGHTNING EMOTORS INC,122.377,143.559,89.843,-73.094,15.94,89.001,-166.394,24.413,0.3665,20,32.927
34560,7/31/22,ATIF,ATIF HOLDINGS LTD,5.992,8.137,9.627,-2.214,2.799,3.784,-24.784,1.667,2.24,20,21.564
34770,12/31/22,NCRA,NOCERA INC,3.237,8.14,9.244,-2.516,1.522,1.958,-14.452,14.102,1.28,20,11.832
34873,12/31/22,LYFT,LYFT INC,2582.859,4556.431,370.155,-1338.66,3132.563,4167.763,-9946.349,4095.135,11.02,20,4079.108
35077,12/31/22,UBER,UBER TECHNOLOGIES INC,9249,32109,2005.486,-1693,8853,23605,-33210,31974,24.73,20,49595.669
35099,12/31/22,MEC,MAYVILLE ENGNERING CMPNY INC,141.303,440.581,20.173,27.708,102.448,222.714,26.274,539.392,12.66,20,255.39
35132,12/31/22,HHR,HEADHUNTER GROUP PLC -ADR,132.985,327.938,50.257,96.41,183.087,233.763,70.672,248.142,15.03,20,755.363
35158,12/31/22,PSN,PARSONS CORP,1719.783,4198.142,104.703,177.019,1108.119,2102.207,25.24,4195.272,46.25,20,4842.514
35211,12/31/22,CLVT,CLARIVATE PLC,1395.2,13944.9,674.409,279.6,1559.8,7132.4,-6324.8,2659.8,8.34,20,5624.571
35222,12/31/22,FVRR,FIVERR INTERNATIONAL LTD,625.221,923.802,37.538,-57.518,197.098,658.07,-300.102,337.366,29.14,20,1093.857
35327,1/31/22,SKIL,SKILLSOFT CORP,427.223,2221.948,133.258,-49.766,545.722,1162.05,-246.259,567.39,9.15,20,1219.311
35345,12/31/22,RCRT,RECRUITER.COM GROUP INC,4.392,14.133,16.278,-12.313,7.795,9.055,-69.256,25.372,0.4189,20,6.819
35367,12/31/22,ISUN,ISUN INC,25.723,67.481,15.083,-18.256,30.221,48.194,-54.785,76.453,1.34,20,20.211
35481,12/31/22,HQI,HIREQUEST INC,51.93,103.283,13.878,16.388,36.78,45.029,25.542,30.952,15.81,20,219.411
35490,12/31/22,CTOS,CUSTOM TRUCK ONE SOURCE INC,868.245,2938.212,246.07,129.526,634.878,2049.769,-617.532,1573.086,6.32,20,1555.162
35541,12/31/22,UGRO,URBAN-GRO INC,34.558,62.066,10.771,-9.336,24.256,27.334,-38.118,67.03,2.72,20,29.297
35674,12/31/22,KRT,KARAT PACKAGING INC,123.8,252.175,19.885,30.015,39.253,100.242,56.118,422.957,14.37,20,285.747
